,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
ATRX,-0.2548953429973279,7.282373459732607,3.1906152938818235,0.09303133063229369,0.2999532763434034,ATRX,NK_cells
TSC1,-0.8092598964508614,3.6374461937662463,3.8507318336564946,0.0932715715608124,0.3006407736669105,TSC1,NK_cells
CNKSR2,3.154264691373287,2.4525784436900877,3.1837045000708306,0.09335596018746002,0.30082566209798206,CNKSR2,NK_cells
ELOF1,0.3964832562066135,5.38624783867146,3.1824266212275165,0.09341613522294123,0.3009324413983606,ELOF1,NK_cells
PSMB6,0.2629107475982376,6.8504022443165224,3.1788844256992514,0.09358317794269645,0.30134342562499083,PSMB6,NK_cells
CLPTM1,-0.6891043979748757,3.9728185768502806,3.1785733704994694,0.09359786364650434,0.30134342562499083,CLPTM1,NK_cells
SP140L,-0.3836223027177701,5.834997588175317,3.177102102650083,0.09366736311340122,0.3014799743933359,SP140L,NK_cells
KIF11,1.2587875774198274,1.4007533942042174,3.1755524493784884,0.09374063177365317,0.30162857231591783,KIF11,NK_cells
RBBP6,-0.32189313360599664,6.00610270257776,4.361343488465461,0.09381530907924103,0.30170119388984884,RBBP6,NK_cells
NSRP1P1,-1.3048865253713189,3.1577673014567385,3.173662184730524,0.093830097161521,0.30170119388984884,NSRP1P1,NK_cells
AIF1,-1.0856578701086685,5.29093651601365,3.173357604747393,0.09384452230428182,0.30170119388984884,AIF1,NK_cells
CBFA2T2,-0.7304236631683168,4.193939081602775,3.1719608449358705,0.09391070775027004,0.3018267910079427,CBFA2T2,NK_cells
TMEM184B,0.8603167573544469,2.4057242905084038,3.1683227713273263,0.09408335887990087,0.30221560437806283,TMEM184B,NK_cells
RHOF,0.3079701759155825,6.09958175642353,3.1682250034644612,0.09408800383634854,0.30221560437806283,RHOF,NK_cells
INTS6L,-0.9004298302804037,3.3445333347856945,3.1670670973578874,0.09414303679005712,0.30221560437806283,INTS6L,NK_cells
MAPK14,0.4904806343282954,4.646322826275688,3.1668884103970183,0.09415153283601038,0.30221560437806283,MAPK14,NK_cells
THAP1,-0.4678782383199796,5.003920222146026,3.7181700145038965,0.0941674497738654,0.30221560437806283,THAP1,NK_cells
NAXE,0.37776743482255465,5.355330190725415,3.1581702469110082,0.09456716738673439,0.3032773010708829,NAXE,NK_cells
AL359504.2,1.2045686908816406,1.1408930035458573,3.4175754084837404,0.09459647286008854,0.3032773010708829,AL359504.2,NK_cells
GPM6A,-1.5820760222791839,3.411432755766781,3.1571544921588353,0.09461573502698223,0.3032773010708829,GPM6A,NK_cells
ZNF10,-1.4495833871119501,2.5172420947896836,4.152868951734484,0.09466175560997571,0.3032773010708829,ZNF10,NK_cells
RFC3,-1.4524939247052733,2.6201886237787804,3.3507059805335264,0.09466175596461755,0.3032773010708829,RFC3,NK_cells
LINC00641,-1.45981740599381,2.3697429745444887,4.2921710627354726,0.0946617559676772,0.3032773010708829,LINC00641,NK_cells
MPRIP,0.46218885069195104,5.328339300419895,4.033283594103662,0.09481454040836416,0.3036244181749183,MPRIP,NK_cells
UBE2J1,0.44872851438086303,4.775731732181958,3.152706452322018,0.09482876530482082,0.3036244181749183,UBE2J1,NK_cells
USP45,0.739486457863527,3.319963700368085,4.226687740382025,0.09485194087998121,0.3036244181749183,USP45,NK_cells
SARS,-0.35519389224498726,6.437386716020799,3.1495268733780013,0.09498139530046575,0.30393416185232836,SARS,NK_cells
BIN1,-0.5590698825821765,5.90538875267905,3.148880538504436,0.09501245722751928,0.30393416185232836,BIN1,NK_cells
SPINT2,1.3273628632990937,4.844393825065332,3.1485025706974326,0.09503062742552586,0.30393416185232836,SPINT2,NK_cells
IGHMBP2,-1.6515378908394553,2.3444867905884084,3.1455037206072864,0.0951749391582924,0.3043082656799179,IGHMBP2,NK_cells
ZNF699,-0.8678191548510108,3.438908254238758,3.7784806585882764,0.09526917249753707,0.3045042359631992,ZNF699,NK_cells
BOD1,0.5206249607757784,4.743723872442844,3.2621546843607825,0.09529094823538391,0.3045042359631992,BOD1,NK_cells
PLXNA1,1.545156016164718,1.7561448695776367,3.141304222523919,0.09537746795494562,0.30469323144045485,PLXNA1,NK_cells
ANKIB1,-0.49655289825306764,4.9464768124066785,3.1400152198054863,0.09543973553113967,0.30476679956317404,ANKIB1,NK_cells
WASHC2C,-0.7202491465937052,4.031803345973521,3.1395566527255063,0.09546189911205587,0.30476679956317404,WASHC2C,NK_cells
CST7,-0.7573009643527807,8.927259927798122,3.1389246651015714,0.09549245454986567,0.30476679956317404,CST7,NK_cells
LINC00513,-0.9154704074633955,4.418609949954359,3.138561324522773,0.0955100266735266,0.30476679956317404,LINC00513,NK_cells
ZNF138,0.5071124064137079,4.635396315678688,3.1374090309632705,0.09556578016779378,0.30478597824490716,ZNF138,NK_cells
LINC00685,0.9506792464479832,4.679581100023763,3.1368569890464477,0.09559250434559055,0.30478597824490716,LINC00685,NK_cells
WHAMMP2,-0.9165419617816677,3.601109330624747,3.1367395727079956,0.09559818958247716,0.30478597824490716,WHAMMP2,NK_cells
AC009961.1,1.4356850878524965,1.205038016452919,3.13490543490088,0.09568704988895647,0.3049819201787186,AC009961.1,NK_cells
B3GALT4,-0.6249537719530162,4.38775450188992,3.1331149687959963,0.09577388934509899,0.3051713107388926,B3GALT4,NK_cells
CHST7,1.0956978038651073,2.9041564086942318,3.132318909472599,0.09581252920432513,0.3051756999180518,CHST7,NK_cells
CHD9,-0.3586995934470863,5.868840500494554,3.131489203547765,0.09585282200761472,0.3051756999180518,CHD9,NK_cells
MRGBP,-0.5526513415191381,4.373163762412554,4.566063255705242,0.09587768655255212,0.3051756999180518,MRGBP,NK_cells
TARS2,-0.9434806230148445,3.2159443425176053,3.130828055562127,0.0958849436310357,0.3051756999180518,TARS2,NK_cells
FEN1,0.7866835110443976,3.6241050752680786,3.1285990768076632,0.09599333229098153,0.3054333300167594,FEN1,NK_cells
ECHS1,0.3291993300678656,5.89921395159619,3.1268435965242745,0.09607879892081068,0.3056178999681689,ECHS1,NK_cells
GTF3C3,-0.6773344552341758,3.92742377253981,3.123020172252734,0.09626525876525346,0.3059525161544998,GTF3C3,NK_cells
RNF10,0.4093827101808353,5.200028586532768,3.1228898875540265,0.09627162005404603,0.3059525161544998,RNF10,NK_cells
ABCF2,-0.8883673341927899,3.5749710674555946,3.593788039087689,0.09629394978433665,0.3059525161544998,ABCF2,NK_cells
ZNF529,-0.9202918604239518,3.7012422882055525,3.2552889566877234,0.09629395005293916,0.3059525161544998,ZNF529,NK_cells
AC008115.3,0.9980712883438357,2.6829910713617724,3.868445336911521,0.09642420865479943,0.3062789504360496,AC008115.3,NK_cells
SNX27,-0.6414185446583166,4.360570606916862,4.3762046927552545,0.096542868370775,0.30656836660962217,SNX27,NK_cells
AC015911.8,-1.6095209109102813,1.7621774760762585,3.1164873516510845,0.0965848489849071,0.30661419543696977,AC015911.8,NK_cells
MOAP1,0.40684491544355667,4.907980219690503,3.2957839940081155,0.0966287542580528,0.306666106327952,MOAP1,NK_cells
ZNF708,-0.577037363990483,5.021905075736804,3.1112662029570357,0.09684118105854907,0.3072526639628424,ZNF708,NK_cells
LAMTOR1,0.27819393230446815,6.448759808912565,3.1105858190270625,0.0968746441840846,0.3072712424533661,LAMTOR1,NK_cells
PXN,-0.5234193333620227,4.687406563239943,3.1088548107763607,0.0969598420432535,0.3074538581029662,PXN,NK_cells
SNW1,-0.276809857077246,6.562704845836662,3.105199235660002,0.09714005822357029,0.3079375813239354,SNW1,NK_cells
RFNG,0.6788667763480734,3.793345660779083,3.1042209567558685,0.09718835412639608,0.3080029559871265,RFNG,NK_cells
LINC00243,-2.124865705449609,4.214850894650237,3.10299860735297,0.09724873960969536,0.30810659603071716,LINC00243,NK_cells
CSDE1,-0.2452343393342324,7.334804499592598,3.0979950382186767,0.09749638870598991,0.3088033028735537,CSDE1,NK_cells
RPS23P8,0.9116649727822994,3.9101664053399516,3.0938965598891364,0.09769980138826652,0.3092815399596381,RPS23P8,NK_cells
ABCD3,0.622870312752333,3.92437234190384,3.0938330895457584,0.09770295548051101,0.3092815399596381,ABCD3,NK_cells
CLEC7A,-2.4054246081274013,2.108721175743485,3.0928746624320063,0.0977505982816308,0.3093443727252064,CLEC7A,NK_cells
WASH6P,1.1807821319661818,2.2441051360475357,3.0902237213426864,0.09788251929066315,0.309579443874188,WASH6P,NK_cells
CSTF3,0.6139719084644265,4.327175695032548,3.0899309835798032,0.09789710006467059,0.309579443874188,CSTF3,NK_cells
ZNF783,-2.007992570184999,1.9738252130958307,3.0887269107240627,0.097957100157629,0.309579443874188,ZNF783,NK_cells
FBRSL1,0.6052507661249087,3.6605314641099502,3.7736838993159507,0.09799042243812608,0.309579443874188,FBRSL1,NK_cells
SHMT2,0.6306347594272323,4.053621937658968,3.723080150792115,0.09799042255899201,0.309579443874188,SHMT2,NK_cells
C12ORF57,-0.2602178946180486,8.52184392564241,3.088012380255782,0.0979927266322322,0.309579443874188,C12ORF57,NK_cells
MECR,1.0630932760203975,2.299085937716445,3.086525622063017,0.09806690592770614,0.309579443874188,MECR,NK_cells
PTBP3,-0.3046806432256568,6.494662515141107,3.0860156184455647,0.09809236713099966,0.309579443874188,PTBP3,NK_cells
GGCX,-0.7927760891302547,3.706848193604765,3.086014206128554,0.09809243764986296,0.309579443874188,GGCX,NK_cells
EXOSC8,-0.41008081090729936,6.06952343269245,3.085802127140623,0.09810302772185633,0.309579443874188,EXOSC8,NK_cells
TMBIM6,-0.2192441375219956,8.159158513800142,3.07748505385276,0.09851941508877816,0.31080529760150255,TMBIM6,NK_cells
ARPP19,-0.343316274005652,5.956342874597353,3.075790859788503,0.09860449188309406,0.31098554680046386,ARPP19,NK_cells
CCP110,0.6078689229958305,4.028009925228919,3.074451037542115,0.0986718353993548,0.3111097813016484,CCP110,NK_cells
ARF3,0.4191007293641053,4.9641158455896095,3.072431606068375,0.09877344188546544,0.31134194511051555,ARF3,NK_cells
UROD,0.5440913217382266,4.371671152819836,4.572509556896896,0.09883514478156444,0.31144823369728547,UROD,NK_cells
ZC3H7B,-1.0476533231610035,3.149527415460581,3.0679095809669485,0.09900141817141458,0.3116873080319266,ZC3H7B,NK_cells
SARAF,0.2716729266189778,9.647323757354343,3.0670960386508117,0.09904249925537867,0.3116873080319266,SARAF,NK_cells
HSPBAP1,0.6927847662351612,3.5510401255268804,3.066107676268578,0.09909243553323381,0.3116873080319266,HSPBAP1,NK_cells
COG5,-0.5543982883211307,4.6517561680796025,3.066081055562126,0.09909378094035201,0.3116873080319266,COG5,NK_cells
FER,0.862167481905161,3.2120064981910166,3.0658125520617667,0.0991073522924264,0.3116873080319266,FER,NK_cells
LINC00899,-2.2107387894808794,1.5467548748093756,3.065501254842621,0.09912308940560784,0.3116873080319266,LINC00899,NK_cells
RPL6,0.3332770156036896,11.599831287501603,3.0654449627035754,0.09912593547957192,0.3116873080319266,RPL6,NK_cells
RNF139,-0.8105212089972454,4.0041085758784085,3.0650973376859083,0.09914351321261682,0.3116873080319266,RNF139,NK_cells
DYRK4,-0.8033783069049736,3.869991435576157,3.0641790960782727,0.09918996219516195,0.3116873080319266,DYRK4,NK_cells
POMGNT1,-1.1303584249760135,3.1773118145069175,3.064157493648915,0.09919105526047477,0.3116873080319266,POMGNT1,NK_cells
RBSN,-1.0896503899302732,3.307195937653059,4.421176488703472,0.09928773806965926,0.3118150464778075,RBSN,NK_cells
AREL1,-1.091124912698848,2.628684596567649,3.9361460469378966,0.09928773806984274,0.3118150464778075,AREL1,NK_cells
C11ORF71,0.7019368088634587,3.4886552512145848,4.859405466831011,0.0993466961867974,0.31186615984781313,C11ORF71,NK_cells
ACSL6,-2.2243430462451355,3.816017514522099,3.0604760131862165,0.09937754541530637,0.31186615984781313,ACSL6,NK_cells
ODF2,0.6473511333569019,3.3643449891882145,3.5735654197462803,0.09938807448159867,0.31186615984781313,ODF2,NK_cells
CDKN2AIPNL,0.6025613508401281,4.4370706947563265,3.0567706212234107,0.09956566972389667,0.3123353731755834,CDKN2AIPNL,NK_cells
IFT80,-0.7951889942717731,4.03572221160905,3.05439251315707,0.09968663132495707,0.31262671362264643,IFT80,NK_cells
FAM241B,-6.416746594231292,2.75151869085196,3.1081539317274682,0.09971509177209353,0.31262787927419744,FAM241B,NK_cells
PRPF4B,-0.23081776618728256,7.024150039152417,3.0524877170922267,0.09978364467520877,0.3126364069272502,PRPF4B,NK_cells
ZNF140,-1.061304757272008,3.3124344743295,3.0517207490456952,0.09982273903503416,0.3126364069272502,ZNF140,NK_cells
TADA1,-1.2065541101054806,2.7526951052927466,3.65072808818621,0.09987055562111137,0.3126364069272502,TADA1,NK_cells
ZFYVE26,-1.212869472306105,2.3270268985056264,3.4831267302481774,0.09987055584782137,0.3126364069272502,ZFYVE26,NK_cells
AAMDC,0.6250015239317106,4.182228202824452,3.3000171134099547,0.09987966006101764,0.3126364069272502,AAMDC,NK_cells
STK32C,0.6111209701640854,4.157671731002712,3.0503391356745815,0.09989320963518382,0.3126364069272502,STK32C,NK_cells
KIAA2026,-0.4360299623779895,5.53625893349751,3.0493964077830986,0.09994132853745742,0.3126364069272502,KIAA2026,NK_cells
SEC31B,-1.488045222975553,2.6438655979325625,3.049372916673314,0.09994252792876515,0.3126364069272502,SEC31B,NK_cells
TCHP,-0.4549976215294244,4.842662855010006,4.235367687531831,0.09999285412785203,0.3127059473006443,TCHP,NK_cells
GATC,0.5151329361981312,4.307852667139852,4.659330405476999,0.10003035300886345,0.31273534522153096,GATC,NK_cells
ARHGAP27,-0.7655046833426395,3.1589339917465296,3.545216063362892,0.10009040933166474,0.31283523051430173,ARHGAP27,NK_cells
SMURF1,0.9027595513948921,2.4883848515456064,3.742197627029327,0.10028610814592344,0.31330568348774224,SMURF1,NK_cells
MSL2,-0.6147955068742884,4.458057683689083,3.042440542519617,0.10029722823601309,0.31330568348774224,MSL2,NK_cells
TMED8,-1.1070730826841295,3.206338887033232,3.0407480299104868,0.10038405521298722,0.3134346534044229,TMED8,NK_cells
OS9,0.3441275283402734,5.252716837805615,4.090240658383308,0.10040326548443457,0.3134346534044229,OS9,NK_cells
BTBD10,-0.7129942986324812,3.6846985101625487,3.039497684081516,0.10044825642704663,0.3134346534044229,BTBD10,NK_cells
MT-ND4L,0.2939844130834845,7.585592637315348,3.0394411620201547,0.10045115981074361,0.3134346534044229,MT-ND4L,NK_cells
RRP15,-0.5056079813964198,5.157351505169168,3.038557361283261,0.1004965712801945,0.3134766658230778,RRP15,NK_cells
MAPK1IP1L,-0.5560845595129331,5.2545534270040175,3.038083016149273,0.10052095420687913,0.3134766658230778,MAPK1IP1L,NK_cells
CRIP1,-1.1321885753161358,5.785792322281416,3.0370352601057142,0.10057483742523675,0.313556846090444,CRIP1,NK_cells
AC005253.1,-1.2498506116276158,2.4487852145467297,3.036309767091773,0.10061216776086408,0.31358538985673967,AC005253.1,NK_cells
AC092683.1,-0.7548282030824275,4.163266526114295,3.0352321470694843,0.10066764739885663,0.3136704690787442,AC092683.1,NK_cells
IL2RA,-2.2488509913304626,3.5712208273175894,3.0343755530514698,0.10071177392424903,0.31372013539795457,IL2RA,NK_cells
KDM4B,-0.7890432139054868,3.634802243204303,3.0333873759365972,0.10076270752469495,0.3137909722299538,KDM4B,NK_cells
RAB7A,0.2593087255467881,6.331880941728074,3.318729248041124,0.1009983471225893,0.3144129145793922,RAB7A,NK_cells
JAKMIP1,0.9757240959561088,1.4375324029813572,3.0284255571681444,0.10101892026378315,0.3144129145793922,JAKMIP1,NK_cells
ADGRG5,-0.8947870636388287,1.882577859911767,3.0238216746478375,0.10125734691186473,0.3149213446354582,ADGRG5,NK_cells
ARAP2,-0.3214553279175285,5.739981718328309,3.023665669722977,0.10126543789539348,0.3149213446354582,ARAP2,NK_cells
FKBP2,-0.3646765677975763,6.851959970411973,3.0233069647763355,0.10128404457138106,0.3149213446354582,FKBP2,NK_cells
TMEM185B,-1.8873418013705772,1.6519983798068307,3.6523981526825526,0.10132374978720368,0.3149213446354582,TMEM185B,NK_cells
ZNF175,-1.8889351565045498,1.963165024357973,4.029287715475848,0.10132374978792234,0.3149213446354582,ZNF175,NK_cells
TIMM22,-0.664823670474205,4.507407773371899,3.019849555501565,0.10146359632953483,0.31526795844436706,TIMM22,NK_cells
B3GALT6,-0.6793815462752235,3.6356555872858154,3.3802082849196813,0.10151065590379012,0.3153261513282679,B3GALT6,NK_cells
AC004241.1,-2.0423113424253168,2.204200755606463,3.0168262666863233,0.10162091503369505,0.31558057598354516,AC004241.1,NK_cells
INTS6-AS1,0.834857393097276,3.5802610079837853,3.01540511429518,0.10169496631773509,0.3156844876399274,INTS6-AS1,NK_cells
IGFBP3,-2.0212841729688478,2.3287374045585643,3.015095598332943,0.10171110266637734,0.3156844876399274,IGFBP3,NK_cells
VPS13A,0.38896809211974953,5.2208066146614645,3.431205053979932,0.10176278297598215,0.31572778414095015,VPS13A,NK_cells
PPP1R16B,-0.7316041262431788,3.5687797781623916,3.0137404728514436,0.10178178701686695,0.31572778414095015,PPP1R16B,NK_cells
LSR,1.470939423471413,3.792833161015616,3.010443435543546,0.10195400834112492,0.3161738960258346,LSR,NK_cells
NRM,0.9579204031485935,3.2582071493400497,3.0091574982006373,0.10202127393722239,0.3162811402004277,NRM,NK_cells
RNF219,0.3698086978954127,5.010558245207753,3.3448304929299155,0.10211549545689758,0.3162811402004277,RNF219,NK_cells
GCSAM,-2.074745781221612,4.044111406135023,3.0071970586002883,0.10212392395264296,0.3162811402004277,GCSAM,NK_cells
OGDH,-0.817526116587549,4.189279678492507,3.0071071942773684,0.10212863227218805,0.3162811402004277,OGDH,NK_cells
KIF21A,-0.6706392107188531,4.2517350764936825,3.0070681989382355,0.10213067546094673,0.3162811402004277,KIF21A,NK_cells
PHKG1,-1.239235504191084,3.1990711146064346,3.006167200877281,0.10217789751489878,0.316339360039172,PHKG1,NK_cells
SEPHS2,0.3177674189805806,5.888581610687882,3.0420549995302992,0.10225440317252524,0.31648818334544104,SEPHS2,NK_cells
SDAD1,-0.37508488856776734,5.821231244819272,3.2578420441411127,0.10230651041074769,0.316561429210904,SDAD1,NK_cells
PRKCI,0.7267923033650913,3.8201953575191285,3.513539493473474,0.10235900796747481,0.3166017399158388,PRKCI,NK_cells
MT-TE,-1.6583705322631777,2.652729056252798,3.0020978021341844,0.10239150361459778,0.3166017399158388,MT-TE,NK_cells
CEP135,-0.6373783797659346,4.912039109333201,3.001843393821453,0.10240487544447616,0.3166017399158388,CEP135,NK_cells
AC006369.1,-1.1055816072550053,3.560796969572303,2.99992775058452,0.10250562972140037,0.31669005245178383,AC006369.1,NK_cells
RPS20,0.23092363753172834,10.942271779050138,2.99951196800927,0.10252751368372967,0.31669005245178383,RPS20,NK_cells
TBC1D31,-0.6765267736895322,3.6129728423193956,2.9993254285732913,0.10253733366468196,0.31669005245178383,TBC1D31,NK_cells
MT1F,-0.822946791504609,4.331659661781527,2.998881489305841,0.10256070844940501,0.31669005245178383,MT1F,NK_cells
DNPEP,-0.5292907377951938,4.6333201182620956,3.902237068816406,0.10257570881299917,0.31669005245178383,DNPEP,NK_cells
SH2D3C,-0.6792575788160022,3.7473870515552004,2.996529100384524,0.10268467546506062,0.31693855738383936,SH2D3C,NK_cells
AC008105.3,-0.4580855188111873,5.406796291219865,3.2000042869173035,0.10274169940695302,0.31693877902255163,AC008105.3,NK_cells
AK2,-0.4833657693375371,4.888858679711874,3.866791969253213,0.10274169943516319,0.31693877902255163,AK2,NK_cells
TBC1D17,-0.9955202599346844,3.677345550482592,2.993806955653252,0.10282835177305558,0.3170343404511717,TBC1D17,NK_cells
IGF2R,-0.29089096465690206,5.437432120146962,2.9937824400378634,0.10282964681300358,0.3170343404511717,IGF2R,NK_cells
GTF2I,-0.4846979654218675,4.56623288600624,2.991751402470467,0.10293700438136567,0.3172774463485461,GTF2I,NK_cells
HK1,0.4650354916881292,4.676800012793846,3.2317090192937044,0.10312325367309055,0.3177635142252209,HK1,NK_cells
PDCD6IP,0.312005096698467,5.6062158313280115,3.5811098985086502,0.10336825928350649,0.31839373401729826,PDCD6IP,NK_cells
YEATS2,-0.7626185384282015,3.577630747043467,3.1890216108066944,0.1033849914410167,0.31839373401729826,YEATS2,NK_cells
ZBTB37,-0.48425802295333825,4.228727161059224,3.539298567382697,0.10372819555573891,0.319362328225553,ZBTB37,NK_cells
ABHD10,-0.7139747955613546,3.9449844585899676,2.9762849405159053,0.10375895196228765,0.3193686768087007,ABHD10,NK_cells
ZC3H8,-0.3997149258452022,5.747745456849968,4.220450392867401,0.10384822578414624,0.31955508791195675,ZC3H8,NK_cells
EPHX2,-7.2778187647750165,4.018494002027287,3.0242980880038925,0.10396502166712938,0.31978692114789514,EPHX2,NK_cells
BTG1,-0.2017207043433341,10.07834167784177,2.9721312715092583,0.10398103033551057,0.31978692114789514,BTG1,NK_cells
AC007390.2,0.8402565744259396,3.046734578404181,2.969158091144805,0.10414034259869578,0.32018840141532706,AC007390.2,NK_cells
ADPRM,0.6022861221968628,4.714592382991027,3.0973524457972914,0.10423146204401847,0.3203800531758977,ADPRM,NK_cells
ANO10,0.9192555576936243,2.485181270006538,2.9667794216762426,0.10426800953663298,0.3204039056164343,ANO10,NK_cells
LYPLA1,-0.3815719518313685,5.292196843015683,3.437161205231915,0.10436066528275027,0.32056082690716176,LYPLA1,NK_cells
METAP2,-0.30642104744800314,6.786283546940761,2.96475745628349,0.10437667894982516,0.32056082690716176,METAP2,NK_cells
RAVER1,-1.9098535530931302,1.5475238080021185,2.959409676704619,0.10466474663441404,0.3212003538296078,RAVER1,NK_cells
ANKRA2,-0.5047288043221841,4.73396790783501,2.9593652841863265,0.10466714189744582,0.3212003538296078,ANKRA2,NK_cells
RNF169,-0.42737828060584904,4.79399334906494,3.780889007062149,0.10469664111365674,0.3212003538296078,RNF169,NK_cells
SLC25A23,0.9151621621508655,3.4836201853748547,2.958749968015291,0.10470034893924682,0.3212003538296078,SLC25A23,NK_cells
SLC27A5,0.6968275284326702,3.9338837902762633,2.957761571303942,0.10475371659602514,0.32126483354868046,SLC27A5,NK_cells
RPS27,-0.41072195563253067,13.205755539237966,2.957291730953538,0.10477909665603864,0.32126483354868046,RPS27,NK_cells
KLHL20,-1.04253606180223,3.898318274483235,2.95305041275242,0.10500853978678923,0.32187171447048973,KLHL20,NK_cells
PDPK1,0.4876652832036868,4.221794713496203,3.4108014195234686,0.10503486675263421,0.32187171447048973,PDPK1,NK_cells
TRAV6,-7.126388244664414,2.7278560454274627,3.0012254378920282,0.10517264987791602,0.3222052279496849,TRAV6,NK_cells
VCPKMT,-0.8799189685568289,4.168071834313767,2.94910303842197,0.10522262219785504,0.3222696161425775,VCPKMT,NK_cells
MTIF2,-0.6017578773759827,4.197999579001883,2.9479308778182514,0.1052862939422004,0.3223703730483067,MTIF2,NK_cells
NKAPD1,0.36231487394775413,5.327827889659504,4.169145969490772,0.10531344801470288,0.3223703730483067,NKAPD1,NK_cells
UBE2G2,0.309046964877168,6.071338338171,2.944366065789678,0.10548021826887069,0.3227920894507921,UBE2G2,NK_cells
RNF6,-0.4665453099011747,4.928502645798157,3.808692043809701,0.10553250019195266,0.3228633114723566,RNF6,NK_cells
C1ORF61,-2.2126726017720006,1.23946027018477,2.9413377318653287,0.10564529461393492,0.323048125241068,C1ORF61,NK_cells
NFYB,0.3450099899888215,5.871478468333319,2.941233915393401,0.10565095919833672,0.323048125241068,NFYB,NK_cells
PILRB,-1.1875674122813717,3.3099372399995888,2.9405808795307316,0.10568659942948941,0.32306834706130655,PILRB,NK_cells
POM121C,-0.5005612562383412,4.796794624424268,2.9389175242024344,0.10577744417112606,0.3232572634883671,POM121C,NK_cells
MORN3,-1.3173817339637601,3.460609480834479,2.9366201150616957,0.10590307188492366,0.3235523442435357,MORN3,NK_cells
UQCR11,-0.26410705249223587,8.374922668286427,2.9347032776439006,0.10600802586871264,0.32375653702101415,UQCR11,NK_cells
NPRL3,-0.7024015816338792,3.917217778155295,2.988200124885193,0.10602808422655854,0.32375653702101415,NPRL3,NK_cells
EIF3F,0.2818256599005686,8.36258501211328,2.9320920839294398,0.10615119905122582,0.3240324586933306,EIF3F,NK_cells
CPSF4,0.6321652544673894,3.8481890949178097,3.316602505259059,0.10617667357183977,0.3240324586933306,CPSF4,NK_cells
ABCB7,-0.6589216917189118,4.171416485903973,4.302387072563365,0.10625347905856872,0.3240891265924236,ABCB7,NK_cells
STRN3,-0.7024762235956153,4.06272468503652,3.163179192606722,0.10625347914966342,0.3240891265924236,STRN3,NK_cells
ACAD10,-1.5413376324370884,2.3144776722024125,2.9289193207680344,0.10632547535350581,0.32421987416014236,ACAD10,NK_cells
ZNF718,0.9573439747423529,2.902713809702088,2.9250562053827487,0.1065381350958004,0.32475227466251844,ZNF718,NK_cells
DEXI,0.39642351353343264,5.154963808802492,3.8983027797341565,0.10655842830795303,0.32475227466251844,DEXI,NK_cells
SYNGR1,-0.6676973256844829,4.062618405145141,2.924050565275041,0.1065935779476193,0.32477046880837745,SYNGR1,NK_cells
FIS1,-0.25955698530449234,6.715257989878154,2.9219476174539762,0.1067096292787823,0.32487132172008976,FIS1,NK_cells
MT-CO1,0.2606501452697557,12.844856000233504,2.9219314769573552,0.10671052057878287,0.32487132172008976,MT-CO1,NK_cells
KCTD6,0.6821236902070899,3.5060682595065265,3.540007139969227,0.10673520145222293,0.32487132172008976,KCTD6,NK_cells
ALG12,0.9030098003041129,2.5842810289179936,2.9213355579299973,0.10674343427945805,0.32487132172008976,ALG12,NK_cells
LRRC59,0.4392841636717709,4.450130040460717,2.9932823008811558,0.1069351480889072,0.32527690581181373,LRRC59,NK_cells
CDC34,0.44053839352692026,4.58089682622705,3.565099328062314,0.10693514810111648,0.32527690581181373,CDC34,NK_cells
C16ORF45,-2.3528856581479274,2.4696387738110146,2.9165618021370663,0.10700753726190829,0.32539180171598076,C16ORF45,NK_cells
LINC01684,0.9206766875438547,1.4989613418107908,2.916131326006346,0.10703139138204901,0.32539180171598076,LINC01684,NK_cells
C11ORF58,-0.25147881009395484,7.828253881371741,2.9151271676656227,0.10708705993496208,0.3254721401081726,C11ORF58,NK_cells
FAM120A,-0.4120725388062773,5.239588463525893,2.914173722556109,0.10713994917841053,0.3255021478598538,FAM120A,NK_cells
CENPV,-1.1158561421700306,2.82072503991535,2.913894860484835,0.10715542405736787,0.3255021478598538,CENPV,NK_cells
EXOSC1,0.30420595443272913,5.881675715414768,3.202570603672792,0.1073485562503574,0.32597415490493464,EXOSC1,NK_cells
LYSMD3,-0.5145267703931711,4.561369704589719,3.8067689228995087,0.1073693847153181,0.32597415490493464,LYSMD3,NK_cells
C14ORF119,0.282066986084502,6.181958274461039,2.9087350438112063,0.10744224166074622,0.3261063947870481,C14ORF119,NK_cells
POLR3B,1.1440004221549454,1.751998596906165,2.906076441633433,0.10759038414651259,0.3264670053300668,POLR3B,NK_cells
AC087190.1,0.6513363044741965,4.039894758598996,2.904194645732189,0.10769538954542446,0.3266204989653303,AC087190.1,NK_cells
RBBP4,-0.2647480199524852,6.4279282914669995,2.9039014147601203,0.10771176308506655,0.3266204989653303,RBBP4,NK_cells
MT-TH,-2.0908148151457033,2.9302336920406336,2.902642876162895,0.10778207174500862,0.3266204989653303,MT-TH,NK_cells
FAF2,-0.5147430447550669,4.7266785407832135,2.902600382251608,0.10778444664140228,0.3266204989653303,FAF2,NK_cells
AC026979.4,1.2078015590606543,1.854604877094632,2.90254218522287,0.10778769925423702,0.3266204989653303,AC026979.4,NK_cells
ALS2,0.9882292059086975,1.986913953706813,3.0657908062757335,0.10786982373554961,0.3267803860034478,ALS2,NK_cells
SFMBT1,-0.9681737484917249,3.8912589665628725,3.659071396145203,0.10803109091485058,0.32712703284221534,SFMBT1,NK_cells
