,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
RPS9,-0.10511215714217707,11.296069704105646,0.3073746066324416,0.5869651366286976,0.7934111200023504,RPS9,NK_cells
TTC4,0.23621545531962768,2.9236335808585774,0.3146591888720087,0.587038685222691,0.7934111200023504,TTC4,NK_cells
CTSF,0.27721521640011215,3.3046623892442963,0.45934922638327663,0.5870386856471741,0.7934111200023504,CTSF,NK_cells
RPP21,0.2616172825043306,3.38581888128068,0.3964385610871804,0.5870386858238414,0.7934111200023504,RPP21,NK_cells
FAM173B,0.2854659654414649,3.186012185612346,0.3069288229955508,0.5872339051652976,0.7934967240038879,FAM173B,NK_cells
TRAM2,0.31461950780139664,2.280792383751744,0.36100665980826574,0.5872495926144339,0.7934967240038879,TRAM2,NK_cells
AC068587.4,-0.362313289868604,3.718937430336764,0.30679290334853465,0.5873159040740368,0.7934967240038879,AC068587.4,NK_cells
C15ORF48,-0.3159727666780063,3.972023012191486,0.3058103937339891,0.5879093559357615,0.7941353730637648,C15ORF48,NK_cells
LATS1,-0.16869160107796527,4.538846189150924,0.3695757177499122,0.5879313094380433,0.7941353730637648,LATS1,NK_cells
DNAJC19,0.0981071833586823,6.6508961050544615,0.3055901819424987,0.5880425399126208,0.7941892330090364,DNAJC19,NK_cells
TPI1,-0.08122342047960908,8.111853032885804,0.3050398630877842,0.5883756493281962,0.7943947844839931,TPI1,NK_cells
NT5M,0.6912045648885071,1.3976971101569828,0.30498525263678355,0.5884087267712461,0.7943947844839931,NT5M,NK_cells
FABP5P15,-0.6764513184653757,1.3909054016902993,0.3049850339536387,0.5884088592350439,0.7943947844839931,FABP5P15,NK_cells
AL590764.1,-0.5556985635133131,1.733168455708998,0.30458244487820235,0.5886528272833493,0.794599437819634,AL590764.1,NK_cells
HELLPAR,-0.5804754294240481,1.8015877349216507,0.3043135649564556,0.5888158862431341,0.794599437819634,HELLPAR,NK_cells
ZNF235,0.3452811371231188,2.1539194846598897,0.4341587081100886,0.5888460154531682,0.794599437819634,ZNF235,NK_cells
PNPO,0.35254871581699354,2.4994900213770186,0.4484237559358373,0.5888460164542985,0.794599437819634,PNPO,NK_cells
AQP3,0.3821052261356225,6.32756332614534,0.30395754179701806,0.5890319382320333,0.7946086048166656,AQP3,NK_cells
Z94721.3,-0.7235945264263753,2.1429578243584126,0.3178304190962986,0.5890908707130539,0.7946086048166656,Z94721.3,NK_cells
ZNF674-AS1,-0.734136325918867,1.7287017440306127,0.341693344652104,0.5890908707948597,0.7946086048166656,ZNF674-AS1,NK_cells
AC027682.4,-0.6076808450502079,1.5453401588947726,0.3037822361410683,0.5891383833735062,0.7946086048166656,AC027682.4,NK_cells
BRCC3,-0.22503164120206554,3.9804773260223847,0.30332765964398306,0.5894145895660683,0.7948517706337712,BRCC3,NK_cells
AC015871.3,-0.5010053697517296,1.9451206272580164,0.3032504966519625,0.5894615017799774,0.7948517706337712,AC015871.3,NK_cells
SMIM19,0.11627199198764175,5.680363102835674,0.32403237495081144,0.5895734468970948,0.7949064159860284,SMIM19,NK_cells
FAM76A,0.19870033896879555,4.148111714229129,0.42084134032595494,0.5897863097985796,0.795097096421777,FAM76A,NK_cells
DHX30,0.1194754307600548,5.145962671283807,0.324964740701085,0.5901971398804304,0.7955116717871057,DHX30,NK_cells
RPL26P6,-0.5623088300779406,1.4606179652410378,0.30169010162810517,0.5904118533453594,0.7955116717871057,RPL26P6,NK_cells
NDUFS1,0.1324675265976824,5.094934428952289,0.30137223547020203,0.5906058443202171,0.7955116717871057,NDUFS1,NK_cells
SRSF11,0.07405953698417174,7.404691408105148,0.30099531225065645,0.5908360516368869,0.7955116717871057,SRSF11,NK_cells
SNRPGP5,-0.5673449722247406,1.4196877397651673,0.3009631862330715,0.5908556814842207,0.7955116717871057,SNRPGP5,NK_cells
CDK10,-0.25264777742415284,3.307513457084509,0.3345112954601877,0.5909795184800835,0.7955116717871057,CDK10,NK_cells
AMMECR1,-0.23705422368031934,3.841960608596879,0.4131127439730085,0.5909795191003918,0.7955116717871057,AMMECR1,NK_cells
IPO5,0.2101021481998195,4.423161603502619,0.3935756453213544,0.5910414810452516,0.7955116717871057,IPO5,NK_cells
ACBD4,-0.36307995633181145,2.963644094142359,0.303116327724924,0.5912302706409405,0.7955116717871057,ACBD4,NK_cells
GNB4,-0.36763459033874685,1.8297623976713377,0.38580189755813415,0.5912302706550415,0.7955116717871057,GNB4,NK_cells
AHCYL2,-0.37704871397891043,2.2948078645492616,0.40995182806735947,0.5912302706634872,0.7955116717871057,AHCYL2,NK_cells
TCEA1P2,-0.4428286550246435,2.2912721513439935,0.3974994908191106,0.5912843384468706,0.7955116717871057,TCEA1P2,NK_cells
AP004609.3,-0.45689111557282946,2.208733182446797,0.31938850680180225,0.5912843384659978,0.7955116717871057,AP004609.3,NK_cells
DYNC2H1,-0.44183219091658954,1.7292288691190372,0.35239741041613587,0.5912843394605134,0.7955116717871057,DYNC2H1,NK_cells
AC117382.1,-0.4443594082186454,1.9769877564930027,0.36481220273426607,0.5912843394670612,0.7955116717871057,AC117382.1,NK_cells
PUS7,-0.4545546037123982,2.2175984520862286,0.30102465441858856,0.5912843394855247,0.7955116717871057,PUS7,NK_cells
AP000487.1,-0.6326504229948294,1.3350074279878954,0.3002220788087668,0.5913089003319609,0.7955116717871057,AP000487.1,NK_cells
CCNY,-0.1340223637587382,5.014141269393141,0.30497719677254614,0.5914524954655415,0.795589595134435,CCNY,NK_cells
SRP19,-0.10171097059448424,6.627373473764311,0.29973306020205287,0.5916083585210083,0.795589595134435,SRP19,NK_cells
TMEM169,-0.588182097224533,2.098422764160199,0.2996673097902171,0.5916486462651498,0.795589595134435,TMEM169,NK_cells
ACVR2B,0.5450240369818706,2.4099818397271875,0.29954877217490383,0.591721293368546,0.795589595134435,ACVR2B,NK_cells
ST8SIA1,0.569352672534766,3.136252601606755,0.2995439828150318,0.5917242289777945,0.795589595134435,ST8SIA1,NK_cells
N4BP3,-0.335469631392186,1.6630696397566076,0.29939001663031267,0.5918186180368229,0.7956203912006087,N4BP3,NK_cells
USP13,0.5232708433095745,1.7497596393340067,0.29917337372914704,0.5919514850439906,0.7957029019975381,USP13,NK_cells
MTMR9,-0.17599915622165166,4.1699389004082175,0.3283520832663436,0.5920240070565799,0.7957042867455301,MTMR9,NK_cells
MAEA,0.16485551091963455,4.488507608297686,0.44815263560428015,0.592491105409344,0.7960631473394713,MAEA,NK_cells
ZXDC,0.25220634691847776,3.3228409389499682,0.337848944992954,0.5925094803584042,0.7960631473394713,ZXDC,NK_cells
B4GALT7,0.24388684197274213,3.5228831491299064,0.31305737200905365,0.5925094806840713,0.7960631473394713,B4GALT7,NK_cells
OTUD6B,0.17433390131411622,4.1445135127646555,0.3548123406752788,0.5925771047356262,0.7960631473394713,OTUD6B,NK_cells
R3HCC1,0.16453730778258532,4.4960106131345485,0.2980121937613552,0.5926647139348529,0.7960783686930989,R3HCC1,NK_cells
FAM133DP,-0.44869605393525597,1.9262517316665992,0.29786805717807946,0.5927533736530186,0.7960783686930989,FAM133DP,NK_cells
CPT1A,0.1905983767825718,3.8963024952888783,0.35211900668085866,0.5928463839090772,0.7960783686930989,CPT1A,NK_cells
C15ORF41,-0.42828427424857385,1.6755356569047448,0.29766947755561296,0.5928755678404802,0.7960783686930989,C15ORF41,NK_cells
RRAS,0.1822306219767202,4.9389188584339925,0.3600682208625532,0.5929460625755426,0.7960783686930989,RRAS,NK_cells
SLC30A7,-0.15853928527703284,4.986517331841136,0.46327966663619996,0.5930196574028012,0.7960811466521743,SLC30A7,NK_cells
ZNF844,-0.3384315480285093,2.6617545783543783,0.29728692588918143,0.5931111182150857,0.7961079046953574,ZNF844,NK_cells
UTP3,0.14779311918087565,5.598121630297339,0.5245460770718645,0.593243133299472,0.796143398637243,UTP3,NK_cells
ZNF354B,0.3478656875111643,3.160134267936969,0.2970118345443941,0.5932806242854711,0.796143398637243,ZNF354B,NK_cells
GATAD2B,0.1334986652752852,5.108861842911484,0.29646436455217673,0.5936182710665008,0.7964796731373015,GATAD2B,NK_cells
ZNF793,0.4321260727947715,2.2633429058156307,0.29637352204105466,0.593674336778711,0.7964796731373015,ZNF793,NK_cells
DENND3,-0.3259666002935296,2.339597553111245,0.2959801366677284,0.5939172542390485,0.7966654055416629,DENND3,NK_cells
LRP8,-0.42198523923212916,2.020186942358598,0.2959175309368886,0.593955933080388,0.7966654055416629,LRP8,NK_cells
DBN1,0.3565211631552257,1.4614574544848256,0.2956075794323089,0.5941475050890195,0.7968263322859124,DBN1,NK_cells
BTAF1,-0.19997063917978594,3.9745517345455363,0.2952933383384864,0.5943418625621417,0.796902584159344,BTAF1,NK_cells
SNHG19,-0.4256287566511704,4.480658087660756,0.29526019875014103,0.5943623672139757,0.796902584159344,SNHG19,NK_cells
ZNF550,-0.29509134137220805,3.3097383583656854,0.319300027429672,0.594582261744331,0.796902584159344,ZNF550,NK_cells
ZNF624,-0.3146847315747595,2.6817138316561127,0.308039122336088,0.5945822623692023,0.796902584159344,ZNF624,NK_cells
BMT2,-0.23885551022860732,3.275372611159847,0.31745981947869667,0.594664584433122,0.796902584159344,BMT2,NK_cells
SNHG14,-0.25020948668425197,4.192528577501108,0.30069268051180703,0.5946645848619047,0.796902584159344,SNHG14,NK_cells
ALKBH5,-0.14287502009467007,5.320830860177582,0.3653240730505255,0.594749183460999,0.796902584159344,ALKBH5,NK_cells
NEK9,-0.2884502249991055,3.7507539905638723,0.29459033687065567,0.5947771578267449,0.796902584159344,NEK9,NK_cells
TMEM120B,-0.13670916477102568,5.298517067941068,0.29442565764188294,0.5948792245978045,0.7969434003097694,TMEM120B,NK_cells
PHF6,0.13675350659810567,5.408599265994771,0.2935896584217033,0.5953979459605365,0.7975423201998763,PHF6,NK_cells
CROT,-0.21295780512677323,3.711810260660666,0.29346190962093754,0.5954772965812707,0.7975526246630015,CROT,NK_cells
THAP4,-0.3295927424910861,3.4577237944622476,0.2931182083575247,0.5956908972015861,0.7977427127726691,THAP4,NK_cells
CNBP,-0.08415200783978743,8.001588566188616,0.29259899041502746,0.5960138868028728,0.7980792300428267,CNBP,NK_cells
QRICH1,-0.2415025034137701,3.9598408661121773,0.29206232917771324,0.5963481207109285,0.798430720980709,QRICH1,NK_cells
ENPP4,-0.16305639351830628,3.892914331488491,0.2915857009411418,0.5966453020277989,0.7985179447253201,ENPP4,NK_cells
SPAG16,0.23620669007577885,3.9216729924761524,0.45233504463158464,0.5968228209989552,0.7985179447253201,SPAG16,NK_cells
TAMM41,0.2387369211045043,4.143770800154592,0.3451330305358606,0.5968228214457733,0.7985179447253201,TAMM41,NK_cells
RASGEF1B,0.24912699873467034,2.512469725189057,0.2990275470168432,0.5968228214520724,0.7985179447253201,RASGEF1B,NK_cells
GLIPR2,0.1006649890666634,5.541336159765245,0.368016117106121,0.5968237156527828,0.7985179447253201,GLIPR2,NK_cells
RDX,0.15462060245217996,4.636039951771501,0.29111770333363324,0.5969374104802921,0.7985179447253201,RDX,NK_cells
SLC12A9,0.2744873649022187,3.04073224983979,0.39622036405827876,0.5970734804122777,0.7985179447253201,SLC12A9,NK_cells
TMEM135,0.2763081194369827,2.48794774763137,0.3412058449321945,0.5970734809340453,0.7985179447253201,TMEM135,NK_cells
DUSP18,0.30222705748955186,2.939387935771098,0.4184532846082654,0.5970734809710582,0.7985179447253201,DUSP18,NK_cells
AC007541.1,-0.5570124270134094,1.9152684454268447,0.29080827309926893,0.5971307146405067,0.7985179447253201,AC007541.1,NK_cells
ZNF14,-0.364918213655546,3.291119790362066,0.29064528009097024,0.5972325919108699,0.7985582349793346,ZNF14,NK_cells
SDC4,0.4758385467657132,1.1887178760824206,0.29040860242816147,0.5973805913935146,0.7986601780432213,SDC4,NK_cells
NAGA,-0.49123127493127644,2.4661664972901876,0.2896355108262589,0.5978645699203908,0.7991335634343634,NAGA,NK_cells
NCLN,0.27961268601262035,3.043129219725347,0.28961364090010655,0.5978782733798691,0.7991335634343634,NCLN,NK_cells
STAG3L3,-0.17184547185503427,4.7195786280587635,0.29572500242596134,0.5981983385730659,0.799439129623113,STAG3L3,NK_cells
ATG4A,0.26273501874728133,3.577478204503301,0.289019936143309,0.5982505400387159,0.799439129623113,ATG4A,NK_cells
SLC7A5,-0.4000996209787256,2.220077868931404,0.2888935000925679,0.5983298826499,0.7994406507299539,SLC7A5,NK_cells
C9ORF16,0.08321058015357914,7.361238685569661,0.2886857261698159,0.5984603164347206,0.7994406507299539,C9ORF16,NK_cells
ROCK1,-0.07916741545933295,6.8562051302176386,0.2886748258424872,0.5984671609956851,0.7994406507299539,ROCK1,NK_cells
SSR4,0.07937223048195527,8.676788632559122,0.2880219298113173,0.5988774361245435,0.799892699395916,SSR4,NK_cells
GOLGA2,0.13170468340107075,4.867583596856085,0.2876219532132207,0.599129077360824,0.8001037332654175,GOLGA2,NK_cells
TATDN2,-0.30362264442208264,3.301681795709738,0.2873544695032885,0.5992974890050966,0.8001037332654175,TATDN2,NK_cells
C9ORF3,-0.43835874439753725,1.9301205622523432,0.2872271594101649,0.5993776810878243,0.8001037332654175,C9ORF3,NK_cells
JOSD2,-0.22073400134170965,4.494062724294943,0.2872124873156462,0.599386924461818,0.8001037332654175,JOSD2,NK_cells
SNRNP70,0.09583853089672063,5.98887654193683,0.2871998721311644,0.5993948722342364,0.8001037332654175,SNRNP70,NK_cells
RPL41,0.09282692288605274,13.329377434123687,0.28700046940339324,0.5995205293572343,0.8001754996697468,RPL41,NK_cells
DNAJB12,-0.19362438930073156,4.411411009003128,0.43647202965704207,0.5997277347350798,0.8003560776500525,DNAJB12,NK_cells
MAD2L1BP,0.1444942746136593,4.538947105885599,0.28642961822754986,0.5998805751598822,0.800464069239838,MAD2L1BP,NK_cells
GPAM,-0.3715013301080694,2.1297571354040796,0.2850166687490832,0.6007737555731587,0.8015598057455354,GPAM,NK_cells
C11ORF54,-0.14781172420324107,4.471714756231547,0.3219532675321455,0.6010410180104904,0.8018202721391295,C11ORF54,NK_cells
MARCH1,0.4964457229738067,1.850883104013819,0.2843417308350316,0.6012014243572901,0.8019381415504121,MARCH1,NK_cells
NDUFB1,-0.12610951173438747,7.623789552605497,0.28417380543844223,0.6013079311370683,0.8019840950935374,NDUFB1,NK_cells
OSBPL2,-0.18277675099689164,4.0946362017794256,0.2838904106230251,0.6014877670366463,0.8021278273565629,OSBPL2,NK_cells
RAB11FIP4,-0.19393383510538825,3.6732086591862205,0.47265055028013114,0.6015660208467842,0.802136074281144,RAB11FIP4,NK_cells
LBH,-0.08919982666673872,7.485551245656085,0.28352979943509793,0.6017167710071598,0.8022409752407389,LBH,NK_cells
RILPL1,0.4259957902763678,2.079799614434226,0.28269337043257275,0.6022486676974557,0.8027012237993333,RILPL1,NK_cells
HTT,0.15984964794989548,4.522592629060741,0.49395389495022546,0.6022684509582699,0.8027012237993333,HTT,NK_cells
RPA1,-0.162192164882117,4.5401467777702385,0.28242518660808735,0.6024194252431259,0.8027012237993333,RPA1,NK_cells
TNKS2,0.10917139895493597,5.297327411256505,0.38448867423388106,0.6024225804670126,0.8027012237993333,TNKS2,NK_cells
FLI1,0.15051228475732675,5.045588927141747,0.4114322998912807,0.6024225806285562,0.8027012237993333,FLI1,NK_cells
AL132656.3,-0.24281717592559351,3.266497727251562,0.4520251972228843,0.6029693117209035,0.8033335455414958,AL132656.3,NK_cells
SND1,-0.15996086390274997,4.826298582544431,0.28089170935454544,0.6033978395124997,0.8036276600818456,SND1,NK_cells
MT-TA,0.3654155432603066,1.4369418055873624,0.28359109459350235,0.6034066805730627,0.8036276600818456,MT-TA,NK_cells
AF274858.1,0.379855969306349,2.6542281347696206,0.36719230121273866,0.603406680620304,0.8036276600818456,AF274858.1,NK_cells
BCS1L,0.32025323567641645,2.4468512924545185,0.28055215011279727,0.603614957642336,0.8037150451868844,BCS1L,NK_cells
EIF3J-DT,-0.15973988085130894,5.131383361101571,0.2802135319946579,0.6038316432506656,0.8037150451868844,EIF3J-DT,NK_cells
KIF16B,-0.37040308787734894,2.933653424526419,0.28000360112656025,0.6039660654123038,0.8037150451868844,KIF16B,NK_cells
RAB12,0.2934593066962793,2.380905272875126,0.2902585708748305,0.6040854086576818,0.8037150451868844,RAB12,NK_cells
CRAT,0.3122913714753201,2.1761130492012457,0.313517665390528,0.6040854086920487,0.8037150451868844,CRAT,NK_cells
ATRIP,0.3071089970118285,2.8580835538872473,0.3305998452073757,0.6040854090729453,0.8037150451868844,ATRIP,NK_cells
RPL9P32,0.31371304915104364,2.3582650813653916,0.4358293675617698,0.6040854090819304,0.8037150451868844,RPL9P32,NK_cells
SRD5A1,0.3229633230126172,2.1307944733673523,0.2806343603232488,0.6040854090898725,0.8037150451868844,SRD5A1,NK_cells
CYB5A,0.13710663022569042,5.443637325875894,0.27945711758904396,0.6043162934135127,0.8037150451868844,CYB5A,NK_cells
ZNF180,-0.3057656871993302,2.7998230462526097,0.40042469223118365,0.6043388324013533,0.8037150451868844,ZNF180,NK_cells
ZNF776,-0.3085679462671384,2.8486884318834957,0.3315966333104617,0.6043388324058196,0.8037150451868844,ZNF776,NK_cells
ZNF275,-0.3069576779494815,3.0632632720511275,0.3113310476625502,0.6043388331688262,0.8037150451868844,ZNF275,NK_cells
SHKBP1,0.14347177974366512,4.632384657622705,0.3224115664137017,0.6044255011778277,0.8037190560790491,SHKBP1,NK_cells
MOCS2,-0.1410086541603803,5.037438546476964,0.3567350018933155,0.6045492547885439,0.8037190560790491,MOCS2,NK_cells
STAG3L4,0.24954312362813225,2.8304987439912184,0.39288244431569236,0.604558484950027,0.8037190560790491,STAG3L4,NK_cells
CAPN15,0.1964399043357791,3.254471182378573,0.3453796660941629,0.6048970164786311,0.8039770476632893,CAPN15,NK_cells
KANSL3,0.21221933507163315,3.601022628233189,0.4367027635054238,0.604897016813332,0.8039770476632893,KANSL3,NK_cells
DTX2P1-UPK3BP1-PMS2P11,-0.4198834369085535,2.18943954947829,0.27800191889739717,0.6052510569063423,0.8043400591689498,DTX2P1-UPK3BP1-PMS2P11,NK_cells
KMT2E,-0.06647536242509304,7.475165433142769,0.28272963872898144,0.6053146752559859,0.8043400591689498,KMT2E,NK_cells
ZNF335,-0.21251356606478294,3.345025225148548,0.2777501498529588,0.6054131038432388,0.8043748174495938,ZNF335,NK_cells
MINDY3,-0.23899521894061132,3.259159927780989,0.27736072577505866,0.605663936857276,0.8046120335666607,MINDY3,NK_cells
DOT1L,-0.2778418778213273,2.5962745462985546,0.38277605859043146,0.6061378876071302,0.8050619135170309,DOT1L,NK_cells
C2CD3,0.2838660084814593,2.929860082951143,0.2766113719235569,0.6061472448582856,0.8050619135170309,C2CD3,NK_cells
LEMD2,0.18000498309434373,3.7081850746213325,0.34819628850450307,0.6064274159492458,0.8053379238175762,LEMD2,NK_cells
MYO18A,-0.42855537349226513,2.0813477591352156,0.2759809425769859,0.6065545045429441,0.8054105983730576,MYO18A,NK_cells
MAP3K13,0.1447629726668835,4.6944995194770565,0.27581070909103866,0.6066645787505247,0.8054606658109674,MAP3K13,NK_cells
EGR2,-0.2775974510156943,1.8533887672670573,0.2756837843570125,0.6067466776823325,0.8054735833259018,EGR2,NK_cells
TCEAL8,-0.108355414237201,6.240320403726988,0.27406718331418695,0.6077944815357026,0.8067683457951544,TCEAL8,NK_cells
ATP2B1,0.12039233967567468,5.606289125104121,0.2735589960106967,0.6081246855260602,0.8071103923092119,ATP2B1,NK_cells
RUFY2,0.15314094975548104,4.351374920303835,0.30688598056220606,0.6082642518809982,0.8071993708638977,RUFY2,NK_cells
ZFC3H1,-0.11924540673939535,5.474123591057257,0.2729538028051586,0.6085184357272384,0.8073480203241272,ZFC3H1,NK_cells
MAF,-0.24377289316593015,5.627984362678049,0.27294933823903306,0.6085213425425968,0.8073480203241272,MAF,NK_cells
CUBN,-0.7187728761985868,1.7547429705087119,0.2726225120962983,0.6087342174123855,0.8075341882955722,CUBN,NK_cells
HPCAL4,-4.27012740821486,3.0501505700191442,0.27371153740553233,0.6090377555214781,0.8078405695333156,HPCAL4,NK_cells
RETREG3,0.13286629862375654,4.678396483340987,0.3543643067759982,0.6097310107922381,0.8084157632438596,RETREG3,NK_cells
CIAO2A,0.1198118481706428,5.350981183945596,0.2888800662631189,0.6097493799949186,0.8084157632438596,CIAO2A,NK_cells
SBF2,-0.21450182076532492,3.768916071718834,0.37842990883703953,0.6098345683763488,0.8084157632438596,SBF2,NK_cells
ZNF468,-0.23199856005911584,3.0695366513312417,0.319486657297116,0.6098345685509045,0.8084157632438596,ZNF468,NK_cells
GCFC2,-0.25313870660776094,3.621252134379766,0.31734448540488935,0.6098345685710193,0.8084157632438596,GCFC2,NK_cells
TOB1-AS1,-0.635973952774813,1.9908804552698942,0.27081050076081187,0.6099174355225678,0.8084293268269834,TOB1-AS1,NK_cells
E2F5,0.38885224863434337,1.8231680437859703,0.2705983685183622,0.6100562867734985,0.8084744450974971,E2F5,NK_cells
ARPC4,-0.08910597431157447,6.579093373358822,0.27051579719655405,0.6101103527442702,0.8084744450974971,ARPC4,NK_cells
RNF103,0.251074593965322,3.0820074961582207,0.2704256481660648,0.6101693925264129,0.8084744450974971,RNF103,NK_cells
FBXO30,0.22490083492885116,2.7174885553845365,0.29054654257406975,0.6103067130083102,0.8085493996827858,FBXO30,NK_cells
WDR53,0.24327536945457884,3.529575352422135,0.27011756748356736,0.6103712539204642,0.8085493996827858,WDR53,NK_cells
XPC,0.10792609563727726,5.813918940562967,0.2697580672205251,0.6106069932813943,0.8087654213045244,XPC,NK_cells
PPCDC,-0.24722839786076897,2.9120689396444743,0.2696003380536046,0.6107104864520196,0.808806248716204,PPCDC,NK_cells
GMDS-DT,-0.21760919059612732,3.3019144290919096,0.26938489793775167,0.6108519090752171,0.8088972930407099,GMDS-DT,NK_cells
CSKMT,-0.23991154271793597,4.556049191957895,0.26905492960798166,0.6110686526894081,0.809088044781479,CSKMT,NK_cells
ZNF644,0.10756224460975337,5.830866039686063,0.26888474354085895,0.6111805079931316,0.8091398898493583,ZNF644,NK_cells
DGAT1,0.2502518251854167,3.8141017876070733,0.26858649483723945,0.6113766422601277,0.8093032859604211,DGAT1,NK_cells
SIRT5,-0.29690485584017573,3.2618309728849093,0.26806065942500745,0.6117227820156655,0.8096162246010831,SIRT5,NK_cells
MAGOH,-0.0760725216747817,6.76689616278063,0.26800638937752536,0.6117585308980331,0.8096162246010831,MAGOH,NK_cells
ANK3,-0.39430915221035373,5.39171119004156,0.2667856777247256,0.6125638675071201,0.8104748769360798,ANK3,NK_cells
PTCH1,0.2707138340978042,3.0763809160896045,0.266740179454035,0.6125939294685872,0.8104748769360798,PTCH1,NK_cells
AC037459.3,0.5211715129718687,1.4723329776867853,0.2666919513107485,0.6126257987118814,0.8104748769360798,AC037459.3,NK_cells
PYCR2,0.157697054611134,5.0653635131860755,0.4384989248335882,0.6127391295863102,0.8105284659253187,PYCR2,NK_cells
MGST2,0.26901916850958224,2.2833036898395616,0.26565706320308585,0.6133105440994417,0.811187921072702,MGST2,NK_cells
TSPAN3,-0.11406020853526236,4.931225146217169,0.2654543307061931,0.6134448839023607,0.8112691965106078,TSPAN3,NK_cells
ARFGAP1,0.2711803491028146,3.125054016255244,0.2652787136793359,0.6135613087384393,0.811326763248049,ARFGAP1,NK_cells
AC091564.1,-0.45593707038147635,1.22236698291475,0.2651664455818829,0.6136357623658325,0.811328823370363,AC091564.1,NK_cells
JMJD6,0.12618122201407847,4.818807976721478,0.2647639986144882,0.613902821485646,0.8115855093402113,JMJD6,NK_cells
SLC35B1,0.13742247790821557,4.463329433858131,0.3981579674654532,0.6141882163288384,0.8117699618026673,SLC35B1,NK_cells
SNX14,0.17321307413748863,4.3722187631442555,0.3872921236321553,0.6141882163827728,0.8117699618026673,SNX14,NK_cells
TAB3,0.24654669633291687,3.225292534305603,0.30420818316234216,0.6147300257141936,0.8123895970314622,TAB3,NK_cells
NIPBL,-0.09049907722271343,6.441528236697338,0.26312954952621953,0.6149900933768554,0.8124594049687776,NIPBL,NK_cells
MROH1,0.27796439479860935,2.897842342375341,0.394940073010516,0.6151023867233969,0.8124594049687776,MROH1,NK_cells
RNF144A,0.29532373896642294,3.5171254200443918,0.3393895974110762,0.6151023873870631,0.8124594049687776,RNF144A,NK_cells
CCDC85C,0.30614722809300327,2.6992489397167705,0.3235580545795744,0.6151023873932536,0.8124594049687776,CCDC85C,NK_cells
CSRP1,-0.22085041269384487,3.859829223869413,0.2628929590149525,0.6151478351906459,0.8124594049687776,CSRP1,NK_cells
LRRC37A2,0.39794957648674545,2.2258037955926953,0.2626195866997202,0.6153302132296169,0.8124776594149532,LRRC37A2,NK_cells
PEAK1,-0.22091689838335912,3.113674598039515,0.2625972935882896,0.6153450912258251,0.8124776594149532,PEAK1,NK_cells
TULP4,-0.1181840601817373,5.186743677915383,0.2625440127670456,0.6153806530878756,0.8124776594149532,TULP4,NK_cells
XCL2,0.32672189059080126,7.003138748783519,0.262419300503067,0.6154639092839151,0.8124912003712461,XCL2,NK_cells
SMUG1,-0.21833296370780333,3.3942811939559405,0.39346933528257105,0.6155519966940693,0.8125111151808577,SMUG1,NK_cells
PNPLA2,0.16437876075508012,4.469678775526977,0.26194097809680905,0.6157834647170908,0.8126371114323384,PNPLA2,NK_cells
CDC42EP3,-0.08718150238569804,6.161914758711035,0.2617198902474478,0.6159312936798838,0.8126371114323384,CDC42EP3,NK_cells
TRPM7,-0.1179015753590401,5.184089171837768,0.3322627155383325,0.6159374270992699,0.8126371114323384,TRPM7,NK_cells
GBA2,-0.2904602951887,2.808582720078953,0.26170761566764156,0.6159395033282306,0.8126371114323384,GBA2,NK_cells
SFXN3,-0.15847952454716951,4.352952242254136,0.26156574074575634,0.6160344118080543,0.8126659954277164,SFXN3,NK_cells
MTAP,-0.2166670308832784,4.260377651169598,0.261325075314402,0.6161954820567561,0.8127821421298526,MTAP,NK_cells
CITED2,0.1253683456651688,5.428788095155897,0.2608614396481217,0.6165060460595985,0.8130954251265945,CITED2,NK_cells
SERPINA1,-0.48277577234071894,2.289019033603142,0.2604235943061225,0.6167996572013621,0.8131246846147522,SERPINA1,NK_cells
SNHG26,0.4928871004800828,1.5469030430921213,0.2602704652208358,0.616902416905662,0.8131246846147522,SNHG26,NK_cells
TMEM147-AS1,0.3883962330275306,1.411996567247689,0.274304651434931,0.6170396284422756,0.8131246846147522,TMEM147-AS1,NK_cells
PPFIBP2,0.3898953244123692,1.7417263516111976,0.26754041321539085,0.6170396293919377,0.8131246846147522,PPFIBP2,NK_cells
RN7SL288P,0.40182466173835346,1.0695937731524243,0.4238982454537866,0.6170396294325043,0.8131246846147522,RN7SL288P,NK_cells
VWA5A,0.4117207351368625,1.996953682898099,0.31505360298813384,0.6170396294721906,0.8131246846147522,VWA5A,NK_cells
AC132872.4,0.409251768940061,1.2844029995877313,0.2739184848215102,0.6170396303913923,0.8131246846147522,AC132872.4,NK_cells
MORC4,-0.5129228702599529,3.5845146588874988,0.25971133689845305,0.6172779557027969,0.8133147485692657,MORC4,NK_cells
KLHDC1,-0.3562786918932341,2.5400066679665807,0.2595107955121745,0.6174127746638833,0.8133147485692657,KLHDC1,NK_cells
ZCRB1,0.09251737551573107,6.370834733767843,0.3287231181758961,0.6174435815164061,0.8133147485692657,ZCRB1,NK_cells
G3BP1,-0.08928853346704164,6.488927825360702,0.25941654943747683,0.617476156820332,0.8133147485692657,G3BP1,NK_cells
KARS,-0.14398389883098828,5.357752851603991,0.4612878743771666,0.6176292995350054,0.8134201992456053,KARS,NK_cells
LINC02084,0.23103265889890828,3.6825926703129306,0.25881243055380204,0.6178827854454945,0.8136577617141922,LINC02084,NK_cells
