,logFC,logCPM,F,PValue,FDR,gene_symbol,cell_type
HDAC8,-0.18434320139499544,3.8568810339042545,0.9187378797633714,0.3520727684499483,0.49556915191506656,HDAC8,T_cells_CD4
CXORF56,0.25037533420563335,3.0831915829767778,0.9185287308332376,0.3521260925181675,0.49556915191506656,CXORF56,T_cells_CD4
MCUR1,0.132708805211788,4.343990421651954,0.9184993571333807,0.3521335824953459,0.49556915191506656,MCUR1,T_cells_CD4
AC120114.3,0.2385607926715368,2.5441245417269394,0.9182682728495167,0.35219251453306255,0.49556915191506656,AC120114.3,T_cells_CD4
PIGH,0.16066111660017734,4.354531015378993,0.9182509045480487,0.35219694444278316,0.49556915191506656,PIGH,T_cells_CD4
RNF141,-0.1820556622004677,3.777322136122727,0.9179592078940134,0.3522713558027798,0.4956111983421741,RNF141,T_cells_CD4
RRP15,-0.14737445012709158,5.157351505169168,0.9175966813468912,0.35236386744019954,0.49567869623476,RRP15,T_cells_CD4
CENPC,0.17286106010435254,5.8931748022645865,0.9171221425864434,0.3524850161021129,0.4957864563650343,CENPC,T_cells_CD4
HELLPAR,0.31981908466611064,1.8015877349216507,0.9161711317588337,0.35272798838571784,0.49595286112737386,HELLPAR,T_cells_CD4
ZNF680,0.17105115532981297,4.349667747882529,0.9161175170827827,0.352741693528807,0.49595286112737386,ZNF680,T_cells_CD4
PIK3R5,-0.2098666053306484,3.72723529584457,0.9159871105281443,0.3527750316559084,0.49595286112737386,PIK3R5,T_cells_CD4
ZSCAN16-AS1,-0.22469273327102016,5.599784356893521,0.9159615625062447,0.35278156348116974,0.49595286112737386,ZSCAN16-AS1,T_cells_CD4
RAB32,-0.506677774844717,0.9955962515280301,0.9141581593453976,0.3532430793884086,0.49652525041201934,RAB32,T_cells_CD4
G6PC3,-0.3406975204233314,1.9454162739307825,0.9138938369842761,0.3533107965532809,0.49652525041201934,G6PC3,T_cells_CD4
SCYL2,0.1387865572511135,4.30085805914993,0.9138479662664277,0.35332255015841807,0.49652525041201934,SCYL2,T_cells_CD4
NUPL2,-0.12565663018586115,5.0235553398090556,0.9132331608406655,0.35348013842120285,0.4966839970493609,NUPL2,T_cells_CD4
RNF227,0.2444610317437463,2.2259376080551654,0.9128648009901046,0.353574605966406,0.49675402226787413,RNF227,T_cells_CD4
MTMR10,-0.24735071281295654,2.8770888868154185,0.9121123447949172,0.35376769037995937,0.49696256391883725,MTMR10,T_cells_CD4
WASHC4,-0.12814317017863391,5.1792885899106995,0.9083539530423392,0.3547344047826826,0.49825768869652415,WASHC4,T_cells_CD4
CLASP1,-0.17639175802825388,3.751641211159391,0.9070068684367018,0.35508182715102476,0.4986827427370228,CLASP1,T_cells_CD4
AC010326.4,-0.3587933674691569,1.6814911178362497,0.9050357627404413,0.3555910787595755,0.499334936486762,AC010326.4,T_cells_CD4
PSMD5,-0.17786689620238416,4.164820697723306,0.9041188412925842,0.35582833422019955,0.4996050662130467,PSMD5,T_cells_CD4
RAB22A,-0.1109962575970249,5.141869635293258,0.903708730860051,0.3559345255639039,0.4996911288504352,RAB22A,T_cells_CD4
MTAP,-0.1669556367075203,4.260377651169598,0.9030696584610103,0.3561000945503421,0.499860518646148,MTAP,T_cells_CD4
UBXN2A,0.13327871296119043,5.052253347280073,0.9026626977970699,0.35620558698871185,0.49989366118313905,UBXN2A,T_cells_CD4
IL18RAP,-0.5741053539754372,4.423914824627602,0.9026320497907632,0.3562135334091173,0.49989366118313905,IL18RAP,T_cells_CD4
LUC7L3,-0.11553492377768503,7.458100216590219,0.9020852455968219,0.35635535216876413,0.5000296356074565,LUC7L3,T_cells_CD4
SUMF1,-0.18984664835133605,2.747735756512063,0.9012703424062694,0.356566857093339,0.5002453661656716,SUMF1,T_cells_CD4
PPIL3,0.3006545815347729,4.779832148765391,0.9011466077318173,0.3565989878848552,0.5002453661656716,PPIL3,T_cells_CD4
TOB1,0.2198733302042749,5.548147982558799,0.9008204600732861,0.3566837004065664,0.5003011449937094,TOB1,T_cells_CD4
GPN2,0.2180637666020105,3.6082744026069884,0.8998563562793426,0.35693428456522136,0.5005895397191172,GPN2,T_cells_CD4
NIPSNAP1,0.1370123468590235,4.202992007596709,0.8993125710234491,0.3570757348513498,0.5007248241017416,NIPSNAP1,T_cells_CD4
ACP5,-0.2203680033515645,3.6102760344102234,0.898846090850894,0.35719714133956015,0.500831970661288,ACP5,T_cells_CD4
IMMT,-0.13137458969943705,5.457972534171626,0.898122020444597,0.3573857073322859,0.5010332438100947,IMMT,T_cells_CD4
NOTCH2NLA,0.30255060253734795,2.154888587194737,1.0493844884104606,0.35745784340213416,0.5010712590762914,NOTCH2NLA,T_cells_CD4
IER2,-0.17868478958015285,7.927963632444568,0.8973438346745195,0.35758852769776006,0.5011410416212505,IER2,T_cells_CD4
AL353625.1,-0.381919705923053,1.3357506312792233,0.8973087429524463,0.3575976776779849,0.5011410416212505,AL353625.1,T_cells_CD4
ATP5PO,0.11315439635363278,7.611108179598937,0.8971103017314197,0.35764942657940135,0.501150461768694,ATP5PO,T_cells_CD4
ZNF544,-0.15730225908990988,4.014849911979388,1.0305487717839499,0.3578060298754593,0.5013067865702243,ZNF544,T_cells_CD4
PDSS1,0.35441476465387056,1.6982563169800562,0.8960268235261445,0.3579321649013555,0.5014203895974936,PDSS1,T_cells_CD4
CXXC5,-0.4688931377459661,4.582394007143947,0.8955147331834364,0.35806591024235723,0.5015446238355695,CXXC5,T_cells_CD4
OGFRL1,-0.30142599895270195,3.337287446634371,0.8948266193048893,0.35824574309750157,0.5017333736850627,OGFRL1,T_cells_CD4
WNK1,-0.10285980343332886,6.4593221065224276,0.8938876680238926,0.35849134231844115,0.5019476729055786,WNK1,T_cells_CD4
IL7R,-0.47756392268456943,9.504004675075562,0.8937760900892121,0.35852054377816445,0.5019476729055786,IL7R,T_cells_CD4
TFE3,-0.21029706208256863,2.5640084840515507,0.8937244797500514,0.35853405207541333,0.5019476729055786,TFE3,T_cells_CD4
VRK3,0.11932016577814122,4.972906431029158,0.8932010677304375,0.35867108984674045,0.5020763715248675,VRK3,T_cells_CD4
PIAS2,-0.16998246068233666,4.461980583541528,0.892316724599247,0.35890279856200946,0.5023375437619675,PIAS2,T_cells_CD4
USP48,0.11447903282128508,5.581028251654616,0.8901393377927255,0.3594742304890075,0.5030740834078529,USP48,T_cells_CD4
CDC16,-0.16329935625868752,4.056170162659406,0.8882756518767201,0.35996438845509715,0.503645734335308,CDC16,T_cells_CD4
GTF3A,-0.12889287080380477,7.998296735676877,0.8882421479941435,0.35997320904199237,0.503645734335308,GTF3A,T_cells_CD4
SOCS7,0.21007020895141756,2.506758778131469,0.8880653090826931,0.36001977074750635,0.5036475676746789,SOCS7,T_cells_CD4
RERE,-0.18433377253951946,4.746035602028441,0.8877755682718049,0.3600960785170141,0.5036910084069834,RERE,T_cells_CD4
ANKRD49,-0.19790877339703755,6.24591220143673,0.8871204650396413,0.36026869715038834,0.5038691378843707,ANKRD49,T_cells_CD4
WASHC2A,-0.14855098635335884,3.9740673633780466,0.8867333607953493,0.36037075521142314,0.503948549504101,WASHC2A,T_cells_CD4
AF131215.4,-0.2557737003379653,1.9326290968438742,0.8856723350883428,0.3606507055193222,0.5042766774409618,AF131215.4,T_cells_CD4
ERGIC1,0.16172694677368876,4.5654395420424585,0.8853629327470051,0.36073240068680223,0.5043183252316483,ERGIC1,T_cells_CD4
POT1,0.18630021414784345,3.20575851531671,0.8851644446675947,0.3607848240643957,0.5043183252316483,POT1,T_cells_CD4
GHITM,-0.11003270687129788,7.032803808979081,0.8850245498130149,0.3608217788599757,0.5043183252316483,GHITM,T_cells_CD4
SPICE1,0.228584351589179,3.115011204361278,0.9929491138603052,0.3608617378387104,0.5043183252316483,SPICE1,T_cells_CD4
SELENOI,-0.23702191838928957,2.959431179063893,0.8840959124851524,0.36106722892348275,0.504542154164264,SELENOI,T_cells_CD4
MFAP3,-0.24992610981141045,2.2107815787421283,0.8836099065653422,0.3611957833112873,0.5046291574084513,MFAP3,T_cells_CD4
PLAUR,0.27492564950113735,2.380812998191923,0.8835177383428806,0.3612201704468222,0.5046291574084513,PLAUR,T_cells_CD4
ARHGEF2,-0.1381837400428128,4.5014392690623755,0.8833368457023745,0.36126804049754857,0.5046326921106571,ARHGEF2,T_cells_CD4
CLCN6,0.3128472323964807,1.9643904014141718,1.182276824543998,0.3616473484993826,0.5050991327391302,CLCN6,T_cells_CD4
CDK5RAP3,-0.23618835383466416,2.546740136266543,0.8810654458197951,0.3618699157093904,0.5053465698676933,CDK5RAP3,T_cells_CD4
PCGF3,-0.24887053076177035,2.9669665706965045,0.8793815427409675,0.36231706203700365,0.5058945398181589,PCGF3,T_cells_CD4
ANTXR2,0.18167187717785094,4.160145928609383,0.8791053146820754,0.36239048916229644,0.5058945398181589,ANTXR2,T_cells_CD4
PRRC2A,-0.16554213098263607,4.262756161983297,0.8790745544888984,0.3623986672030711,0.5058945398181589,PRRC2A,T_cells_CD4
ALDOA,0.14020570921113995,4.404591910395765,0.8780505696710647,0.3626710623792805,0.5062113022675435,ALDOA,T_cells_CD4
PHF20L1,0.13726842687737148,6.009924565610727,0.8772595145433649,0.36288169980595364,0.5063820559094266,PHF20L1,T_cells_CD4
ALMS1,-0.1656157088811957,3.361012881913227,0.8772210611396982,0.3628919435074699,0.5063820559094266,ALMS1,T_cells_CD4
FUNDC1,-0.22406302518162147,4.0288961887370345,0.8769851598619914,0.36295479511452555,0.5063820559094266,FUNDC1,T_cells_CD4
LRRC14,0.18727796387882265,3.049143377128045,0.8769078903665687,0.36297538562851805,0.5063820559094266,LRRC14,T_cells_CD4
STAP1,0.5152986586799506,2.0289063742208433,0.8762594589068257,0.3631482448038623,0.5065597148348148,STAP1,T_cells_CD4
SENP1,-0.16721204525920355,4.010795170776824,0.8753548773744829,0.36338958984779246,0.5067850377857032,SENP1,T_cells_CD4
REEP3,0.16478868973542402,4.497959238407139,0.8753127197241946,0.3634008433573852,0.5067850377857032,REEP3,T_cells_CD4
PMPCB,-0.09626423294226863,5.89269784338328,0.873139292688398,0.36398170692615517,0.5075314956261723,PMPCB,T_cells_CD4
UTP6,-0.1751446292532272,4.934407832829578,0.8726095205670351,0.3641234982649917,0.507665606374716,UTP6,T_cells_CD4
IFT172,0.3351401863630768,1.2936950259653421,0.8722971383270194,0.3642071440064897,0.5077186263517323,IFT172,T_cells_CD4
DPM3,0.17771248995183989,6.433523347984016,0.8717703790840488,0.3643482566486075,0.5078397232952728,DPM3,T_cells_CD4
SNRPC,0.10237057197987236,6.208803971969658,0.8716322697866598,0.3643852677660421,0.5078397232952728,SNRPC,T_cells_CD4
ZNF281,0.11517082788974696,4.865207971739118,0.8714362799222866,0.36443779941849896,0.5078493436243763,ZNF281,T_cells_CD4
GTPBP1,-0.13806106131953436,4.059600974984169,0.8711719108714858,0.36450867649319385,0.5078845229555894,GTPBP1,T_cells_CD4
PPP3CB,0.1374769094094746,4.794149713776014,0.8708228316462392,0.3646022952234991,0.5079513763722049,PPP3CB,T_cells_CD4
AC125257.1,-0.31844825248406916,1.6691041551839154,0.8700405579319771,0.36481221934666697,0.5081802254478602,AC125257.1,T_cells_CD4
TTC17,-0.1438467158195484,4.960100531679923,0.868500429156065,0.36522603287235034,0.5086929978562457,TTC17,T_cells_CD4
SH3BP2,-0.19035044918885882,3.4484451604261706,0.8682719313358609,0.36528748602490635,0.5087149298620129,SH3BP2,T_cells_CD4
SMIM30,-0.16373379626906762,4.76833494738641,0.8679178743176196,0.36538273754356887,0.5087839195370851,SMIM30,T_cells_CD4
GALNS,-0.22010196983089356,2.692628885437995,0.8663147885486238,0.36581446992651123,0.5093213723144946,GALNS,T_cells_CD4
BBS10,-0.2478807218840725,2.117820084636687,0.864839889618944,0.3662123413012739,0.5098115520554319,BBS10,T_cells_CD4
YIPF5,0.10279565023504991,5.646165795710217,0.8642396859196322,0.3663744351714985,0.5099734196421684,YIPF5,T_cells_CD4
C8ORF44,-0.2175123980144543,3.23899142738391,0.8633302288674352,0.36662024828011175,0.5102517648315172,C8ORF44,T_cells_CD4
NOC3L,-0.13917860674223587,5.037686079935219,0.8617542246845742,0.36704679337071733,0.5107815466636765,NOC3L,T_cells_CD4
LMOD3,0.1533363651674678,3.376502335610012,0.8615532960588583,0.3671012270397237,0.5107934312979278,LMOD3,T_cells_CD4
RWDD4,-0.1457620286507023,4.804019431971328,0.8613634358619303,0.36715267305547916,0.5108011563884354,RWDD4,T_cells_CD4
EID3,-0.25348708575610995,3.6601414189034567,0.8606635435567891,0.3673424129353079,0.5110012568391422,EID3,T_cells_CD4
BCL7A,-0.2828823103768557,2.1253324192046357,0.8663142450989713,0.3677571018785716,0.5115141894412024,BCL7A,T_cells_CD4
PLCXD1,-0.352248366986761,1.5836501571100696,0.8587395917672825,0.36786473702537137,0.5115999653995231,PLCXD1,T_cells_CD4
RB1CC1,-0.11269050353555482,6.08274276397517,0.8577270496807633,0.3681400657549657,0.5119189070280821,RB1CC1,T_cells_CD4
TXNDC12,0.16860660858987198,3.1026884895253395,0.8571127254598456,0.3683072595278354,0.5120874201804881,TXNDC12,T_cells_CD4
AC055748.1,-0.18212521810203305,3.4259451212921914,0.8569275195005485,0.36835768688578163,0.5120935617085622,AC055748.1,T_cells_CD4
BAZ2A,0.13057467836169306,5.586771744081517,0.8543959839470412,0.3690479861954514,0.512989145292291,BAZ2A,T_cells_CD4
AC074032.1,0.15859869906112384,3.704216535887233,0.8527008044232899,0.36951129317156384,0.5135690176073309,AC074032.1,T_cells_CD4
GMPPA,-0.2294520179796224,3.1728872757552495,0.8520166805921361,0.36969851273452725,0.5137650701380058,GMPPA,T_cells_CD4
RAD50,-0.17505982082678365,3.080911156929337,0.850980077459676,0.3699824594247494,0.5140954773280226,RAD50,T_cells_CD4
PPP1R13B,0.2642688822208909,2.6566765195128625,0.8507600911545616,0.37004275949623544,0.5141150809128823,PPP1R13B,T_cells_CD4
PDIA4,0.1567067570414946,5.301243558069436,0.8502554482343053,0.37018114105910505,0.5142012791209092,PDIA4,T_cells_CD4
OSBPL8,-0.10185238344540469,6.703062485460969,0.8501968988547155,0.3701972012215494,0.5142012791209092,OSBPL8,T_cells_CD4
CAPN7,0.14572196959622002,5.204510854590212,0.8488678387935686,0.370562040488973,0.5146233697529633,CAPN7,T_cells_CD4
WASHC5,0.21549653205036765,3.5029605608597465,0.848753112704976,0.3705935587214736,0.5146233697529633,WASHC5,T_cells_CD4
ZNF526,0.20108226438661553,2.715424954632411,0.8467236535248919,0.3711517582585352,0.5153342152466938,ZNF526,T_cells_CD4
UBR4,-0.1602999981044052,4.207655814919753,0.8457432617580218,0.37142185807201045,0.5156449145991613,UBR4,T_cells_CD4
ESRRA,0.16496327143464407,4.071215098946254,0.8454272282210644,0.371508987771058,0.5157015507473031,ESRRA,T_cells_CD4
UBR2,-0.13915832774404896,5.637082815371129,0.844566423275814,0.3717464627866387,0.5159668450948108,UBR2,T_cells_CD4
DYM,0.14795711016777202,4.150910443832179,0.8442288596340422,0.3718396495349051,0.5160318328333534,DYM,T_cells_CD4
TIMM23B,0.2654560446235429,3.0867074312110736,0.8431734807414744,0.3721312167915056,0.5163720786547136,TIMM23B,T_cells_CD4
SCD5,0.9257192821612937,1.0493586808940745,0.8426268257603595,0.372282372810153,0.516512951461747,SCD5,T_cells_CD4
C17ORF80,0.1865916723383519,3.453793771212561,0.84223577814573,0.37239055738691806,0.516512951461747,C17ORF80,T_cells_CD4
PPM1B,-0.1438198655097984,4.629706647594575,0.8421630430871373,0.3724106848993921,0.516512951461747,PPM1B,T_cells_CD4
PGAP3,-0.28818774769697175,1.4982839583750152,0.8421352802137034,0.37241836796770167,0.516512951461747,PGAP3,T_cells_CD4
SLC25A17,0.24668457205504915,3.367550122855911,0.8407268615663873,0.3728084399452718,0.516989526113989,SLC25A17,T_cells_CD4
NSDHL,0.21699119216264487,2.3627899845460956,0.8389079212852694,0.3733131036099161,0.5175896311088799,NSDHL,T_cells_CD4
SNX29,-0.2080042061184362,3.0827663648594585,0.8388319918681634,0.37333419214214625,0.5175896311088799,SNX29,T_cells_CD4
RAD1,0.14125474643928737,4.466529189264726,0.8385335656871273,0.3734170937023732,0.5176177351913684,RAD1,T_cells_CD4
CORO1B,-0.17736746113677135,6.4174142451703355,0.838424219241841,0.37344747651273036,0.5176177351913684,CORO1B,T_cells_CD4
DGCR8,0.23780365846522847,2.8576569365030284,0.8373222086880527,0.37375388357401074,0.5179431272026582,DGCR8,T_cells_CD4
RAB18,-0.11819283010100248,5.800987378474327,0.8372451981900211,0.373775309765656,0.5179431272026582,RAB18,T_cells_CD4
MED22,0.1836874023602293,2.6133893274816065,0.8365070521749923,0.373980772206415,0.5181633256140171,MED22,T_cells_CD4
HNRNPA1P48,0.18503584529147973,4.257295529737402,0.8352489637621701,0.3743313459190273,0.518584500881102,HNRNPA1P48,T_cells_CD4
EIF3H,0.12109316838672263,8.292231853006129,0.8350201433461163,0.37439516038541787,0.5186083553316367,EIF3H,T_cells_CD4
PHF21A,0.1264092448281815,4.375065777383833,0.8347533254435642,0.37446959211736563,0.5186469089430413,PHF21A,T_cells_CD4
SGSM2,0.1631910779674479,3.0643016442317954,0.8342127080170183,0.3746204704110798,0.5187913196062359,SGSM2,T_cells_CD4
EIF3F,0.13202312578428446,8.36258501211328,0.8338256812405622,0.37472853917118343,0.5188764171404916,EIF3F,T_cells_CD4
GADD45B,0.3777998566478337,7.000987760547736,0.8333155760246579,0.37487104548692585,0.5190091723186322,GADD45B,T_cells_CD4
ASCC1,0.17375974512340192,3.5059102966175986,0.8329226901700026,0.37498085940742254,0.5190791315445213,ASCC1,T_cells_CD4
MRGBP,0.11702207332746183,4.373163762412554,0.8328011099507291,0.3750148514599727,0.5190791315445213,MRGBP,T_cells_CD4
WDR5B,0.1697801754885842,2.6717406100710552,0.8324679490583831,0.37510802179131564,0.5191435317753473,WDR5B,T_cells_CD4
C3ORF58,0.1683377267284916,4.0080497080334885,0.8315937687914113,0.37535265450264965,0.5194175114527528,C3ORF58,T_cells_CD4
SDHAF1,0.1199409969931445,5.088432349004447,0.8310210147366728,0.3755130636953825,0.5195748879822983,SDHAF1,T_cells_CD4
SLC38A7,-0.2453815094887966,2.177616584909905,0.8483568823597382,0.37560074787049214,0.5195967414462171,SLC38A7,T_cells_CD4
C1ORF52,0.12168344368453578,5.579907351743434,0.8306314473258238,0.375622226565702,0.5195967414462171,C1ORF52,T_cells_CD4
RPL7L1,-0.12159569966587548,6.397033247223383,0.8292740740591339,0.37600295181211785,0.5200587614848853,RPL7L1,T_cells_CD4
IRF2,-0.14135656857193418,6.785121919674173,0.8290260969796841,0.37607256796799715,0.5200904176793997,IRF2,T_cells_CD4
ATG16L2,0.19056276132471184,3.7253343712705096,0.9260980808950942,0.3761724104926315,0.520163862440426,ATG16L2,T_cells_CD4
SRSF11,0.10429627150505023,7.404691408105148,0.8275736407492579,0.3764807096083679,0.5205255028498303,SRSF11,T_cells_CD4
ZNF26,-0.14128502516859892,4.570761292987365,0.8268250393719593,0.37669132424464324,0.5207520107865953,ZNF26,T_cells_CD4
NCR1,-1.051778299047578,3.655439771212397,0.8262318813674057,0.3768583300919177,0.5209181835473229,NCR1,T_cells_CD4
CEP85,0.24350305509126663,1.8426607696728636,0.8260406123154981,0.3769122060604262,0.520927958953501,CEP85,T_cells_CD4
RNF38,-0.13637844516177958,4.467648512927137,0.825373515942278,0.37710020092182117,0.5211230737844388,RNF38,T_cells_CD4
AC009090.6,-0.2753649824907194,1.9149395381163052,0.82506928571398,0.3771859825061967,0.5211769069266257,AC009090.6,T_cells_CD4
ARNT,0.15553264854366883,3.572684927107179,0.8242446346261454,0.37741864928469726,0.5214158362246404,ARNT,T_cells_CD4
AC127035.1,0.4849634662305937,1.996344459968797,0.8241243792870079,0.377452595908529,0.5214158362246404,AC127035.1,T_cells_CD4
ICE2,-0.12149043602166791,5.0270206562985145,0.8237955472387501,0.377545444388664,0.5214793740439104,ICE2,T_cells_CD4
MYH9,-0.11132342384401651,6.633674191240804,0.8222409653615496,0.377984853746301,0.5219103771941513,MYH9,T_cells_CD4
STN1,-0.12763487741731724,4.675311127797645,0.8221230364273151,0.37801821791015555,0.5219103771941513,STN1,T_cells_CD4
NDFIP1,0.11123822656602564,6.978255147113237,0.8220648595331572,0.3780346787876644,0.5219103771941513,NDFIP1,T_cells_CD4
METRNL,0.3402043067649656,5.3919646104204535,0.8220281897017827,0.3780450548912172,0.5219103771941513,METRNL,T_cells_CD4
LRP10,-0.11056157436983957,5.636168779329463,0.821603292200352,0.3781653148869333,0.522011652572438,LRP10,T_cells_CD4
CAMTA2,-0.21795875857229413,3.159027509747023,0.8213117475123317,0.3782478645720363,0.5220608547478626,CAMTA2,T_cells_CD4
